,zip,type,decommissioned,primary_city,acceptable_cities,unacceptable_cities,state,county,timezone,area_codes,world_region,country,latitude,longitude,irs_estimated_population
16241,37010,STANDARD,0,Adams,,,TN,Montgomery County,America/Chicago,"615,931",,US,36.58,-87.06,5440
16242,37011,PO BOX,0,Antioch,,,TN,Davidson County,America/Chicago,615,,US,36.04,-86.64,1107
16243,37012,STANDARD,0,Alexandria,,,TN,DeKalb County,America/Chicago,,,US,36.07,-86.03,1970
16245,37014,STANDARD,0,Arrington,,Triune,TN,Williamson County,America/Chicago,615,,US,35.88,-86.63,2420
16246,37015,STANDARD,0,Ashland City,,,TN,Cheatham County,America/Chicago,615,,US,36.27,-87.05,16340
16247,37016,STANDARD,0,Auburntown,,,TN,Cannon County,America/Chicago,,,US,35.94,-86.09,830
16248,37018,STANDARD,0,Beechgrove,,,TN,Coffee County,America/Chicago,931,,US,35.64,-86.2,1900
16249,37019,STANDARD,0,Belfast,,,TN,Marshall County,America/Chicago,931,,US,35.4,-86.71,830
16250,37020,STANDARD,0,Bell Buckle,,,TN,Bedford County,America/Chicago,"931,615",,US,35.59,-86.35,4810
16251,37022,STANDARD,0,Bethpage,Rock Bridge,,TN,Sumner County,America/Chicago,615,,US,36.5,-86.3,5210
16252,37023,STANDARD,0,Big Rock,,,TN,Stewart County,America/Chicago,931,,US,36.59,-87.78,1480
16253,37024,PO BOX,0,Brentwood,,,TN,Williamson County,America/Chicago,615,,US,35.99,-86.78,888
16254,37025,STANDARD,0,Bon Aqua,,,TN,Hickman County,America/Chicago,615,,US,35.94,-87.34,5700
16255,37026,STANDARD,0,Bradyville,,,TN,Cannon County,America/Chicago,615,,US,35.69,-86.1,2090
16257,37028,STANDARD,0,Bumpus Mills,,,TN,Stewart County,America/Chicago,931,,US,36.62,-87.85,570
16258,37029,STANDARD,0,Burns,,,TN,Dickson County,America/Chicago,615,,US,36.05,-87.31,5850
16259,37030,STANDARD,0,Carthage,"Defeated, S Carthage, So Carthage, South Carthage",Mc Clures Bend,TN,Smith County,America/Chicago,615,,US,36.25,-85.94,6090
16260,37031,STANDARD,0,Castalian Springs,Castalin Spgs,Castalian Spg,TN,Sumner County,America/Chicago,,,US,36.38,-86.31,3920
16261,37032,STANDARD,0,Cedar Hill,,,TN,Robertson County,America/Chicago,"615,931",,US,36.55,-87.0,4380
16262,37033,STANDARD,0,Centerville,Pleasantville,"Aetna, Coble, Fairfield, Grinders, Shipps Bend",TN,Hickman County,America/Chicago,931,,US,35.79,-87.44,6150
16263,37034,STANDARD,0,Chapel Hill,,,TN,Marshall County,America/Chicago,931,,US,35.62,-86.69,7490
16264,37035,STANDARD,0,Chapmansboro,,,TN,Cheatham County,America/Chicago,"615,931",,US,36.37,-87.11,3450
16265,37036,STANDARD,0,Charlotte,,,TN,Dickson County,America/Chicago,615,,US,36.18,-87.34,5390
16266,37037,STANDARD,0,Christiana,,,TN,Rutherford County,America/Chicago,"615,931",,US,35.7,-86.34,8110
16267,37040,STANDARD,0,Clarksville,,,TN,Montgomery County,America/Chicago,"615,931",,US,36.56,-87.34,48180
16269,37042,STANDARD,0,Clarksville,,Sango,TN,Montgomery County,America/Chicago,931,,US,36.57,-87.42,72200
16270,37043,STANDARD,0,Clarksville,,"Fredonia, Hickory Point, Hilldale",TN,Montgomery County,America/Chicago,"931,615",,US,36.49,-87.24,46850
16272,37046,STANDARD,0,College Grove,,"Allisona, Bethesda",TN,Williamson County,America/Chicago,615,,US,35.77,-86.74,5410
16273,37047,STANDARD,0,Cornersville,,,TN,Marshall County,America/Chicago,931,,US,35.35,-86.84,2200
16274,37048,STANDARD,0,Cottontown,Walnut Grove,,TN,Sumner County,America/Chicago,615,,US,36.48,-86.59,6050
16275,37049,STANDARD,0,Cross Plains,,,TN,Robertson County,America/Chicago,615,,US,36.54,-86.68,3390
16276,37050,STANDARD,0,Cumberland City,Cumberlnd Cty,,TN,Stewart County,America/Chicago,931,,US,36.38,-87.64,1480
16277,37051,STANDARD,0,Cumberland Furnace,Cmbrlnd Frnce,,TN,Dickson County,America/Chicago,615,,US,36.3,-87.4,3280
16278,37052,STANDARD,0,Cunningham,,,TN,Montgomery County,America/Chicago,"615,931",,US,36.37,-87.43,2470
16279,37055,STANDARD,0,Dickson,,,TN,Dickson County,America/Chicago,615,,US,36.07,-87.37,24530
16281,37057,STANDARD,0,Dixon Springs,,,TN,Smith County,America/Chicago,615,,US,36.4,-86.04,790
16282,37058,STANDARD,0,Dover,,Fort Donelson National Milit,TN,Stewart County,America/Chicago,931,,US,36.48,-87.84,6030
16283,37059,STANDARD,0,Dowelltown,,,TN,DeKalb County,America/Chicago,615,,US,36.01,-85.94,1310
16284,37060,STANDARD,0,Eagleville,,,TN,Rutherford County,America/Chicago,615,,US,35.74,-86.65,2740
16285,37061,STANDARD,0,Erin,,,TN,Houston County,America/Chicago,931,,US,36.31,-87.7,4010
16286,37062,STANDARD,0,Fairview,,,TN,Williamson County,America/Chicago,615,,US,35.97,-87.12,11570
16287,37063,PO BOX,0,Fosterville,,,TN,Rutherford County,America/Chicago,615,,US,35.65,-86.4,0
16288,37064,STANDARD,0,Franklin,,"Kingfield, Peytonsville, Rudderville",TN,Williamson County,America/Chicago,615,,US,35.88,-86.95,57560
16289,37065,PO BOX,0,Franklin,,,TN,Williamson County,America/Chicago,615,,US,35.92,-86.84,625
16290,37066,STANDARD,0,Gallatin,,,TN,Sumner County,America/Chicago,615,,US,36.37,-86.45,50840
16293,37069,STANDARD,0,Franklin,,,TN,Williamson County,America/Chicago,615,,US,35.99,-86.9,20260
16294,37070,PO BOX,0,Goodlettsville,Goodlettsvlle,"Goodlettsvl, Goodlettsvle",TN,Davidson County,America/Chicago,615,,US,36.33,-86.7,794
16295,37071,PO BOX,0,Gladeville,,,TN,Wilson County,America/Chicago,615,,US,36.08,-86.4,113
16297,37073,STANDARD,0,Greenbrier,,,TN,Robertson County,America/Chicago,615,,US,36.42,-86.8,13500
16298,37074,STANDARD,0,Hartsville,,,TN,Trousdale County,America/Chicago,615,,US,36.39,-86.15,6540
16299,37075,STANDARD,0,Hendersonville,Hendersonvlle,,TN,Sumner County,America/Chicago,615,,US,36.29,-86.6,64300
16300,37076,STANDARD,0,Hermitage,,,TN,Davidson County,America/Chicago,615,,US,36.13,-86.58,34380
16302,37078,STANDARD,0,Hurricane Mills,Hurricne Mlls,,TN,Humphreys County,America/Chicago,931,,US,35.94,-87.76,520
16303,37079,STANDARD,0,Indian Mound,,,TN,Stewart County,America/Chicago,,,US,36.47,-87.66,2290
16304,37080,STANDARD,0,Joelton,,,TN,Davidson County,America/Chicago,615,,US,36.33,-86.91,6620
16305,37082,STANDARD,0,Kingston Springs,Kingston Spgs,,TN,Cheatham County,America/Chicago,615,,US,36.09,-87.1,5790
16306,37083,STANDARD,0,Lafayette,,La Fayette,TN,Macon County,America/Chicago,615,,US,36.52,-86.03,12810
16307,37085,STANDARD,0,Lascassas,,,TN,Rutherford County,America/Chicago,,,US,35.94,-86.29,4930
16308,37086,STANDARD,0,La Vergne,,,TN,Rutherford County,America/Chicago,615,,US,35.99,-86.57,33590
16309,37087,STANDARD,0,Lebanon,,,TN,Wilson County,America/Chicago,615,,US,36.2,-86.32,44550
16312,37090,STANDARD,0,Lebanon,,,TN,Wilson County,America/Chicago,615,,US,36.11,-86.3,15990
16313,37091,STANDARD,0,Lewisburg,,,TN,Marshall County,America/Chicago,931,,US,35.44,-86.78,19120
16314,37095,STANDARD,0,Liberty,Gassaway,,TN,DeKalb County,America/Chicago,,,US,36.0,-85.98,1530
16315,37096,STANDARD,0,Linden,Flatwoods,,TN,Perry County,America/Chicago,931,,US,35.61,-87.84,4540
16316,37097,STANDARD,0,Lobelville,,,TN,Perry County,America/Chicago,931,,US,35.75,-87.79,1700
16317,37098,STANDARD,0,Lyles,Wrigley,,TN,Hickman County,America/Chicago,"615,931",,US,35.87,-87.32,4690
16318,37101,STANDARD,0,Mc Ewen,,Mcewen,TN,Humphreys County,America/Chicago,931,,US,36.1,-87.63,5570
16319,37110,STANDARD,0,Mcminnville,"Centertown, Mc Minnville",,TN,Warren County,America/Chicago,931,,US,35.68,-85.77,26460
16321,37115,STANDARD,0,Madison,,,TN,Davidson County,America/Chicago,615,,US,36.25,-86.69,31450
16323,37118,STANDARD,0,Milton,,,TN,Rutherford County,America/Chicago,,,US,35.92,-86.17,1290
16324,37119,PO BOX,0,Mitchellville,,,TN,Sumner County,America/Chicago,615,,US,36.63,-86.53,25
16325,37121,PO BOX,0,Mount Juliet,,Mt Juliet,TN,Wilson County,America/Chicago,615,,US,36.2,-86.52,652
16327,37127,STANDARD,0,Murfreesboro,,"Mboro, Murfreesbr",TN,Rutherford County,America/Chicago,615,,US,35.78,-86.33,17730
16328,37128,STANDARD,0,Murfreesboro,,"Mboro, Murfreesbr",TN,Rutherford County,America/Chicago,615,,US,35.78,-86.49,60070
16329,37129,STANDARD,0,Murfreesboro,,"Mboro, Murfreesbr",TN,Rutherford County,America/Chicago,615,,US,35.93,-86.44,53000
16330,37130,STANDARD,0,Murfreesboro,,"Mboro, Murfreesbr",TN,Rutherford County,America/Chicago,615,,US,35.85,-86.39,45890
16332,37132,UNIQUE,0,Murfreesboro,,"Mboro, Middle Tenn State Univ, Murfreesbr",TN,Rutherford County,America/Chicago,615,,US,35.85,-86.36,195
16334,37134,STANDARD,0,New Johnsonville,"Denver, New Johsonvle",,TN,Humphreys County,America/Chicago,931,,US,36.01,-87.95,2780
16335,37135,STANDARD,0,Nolensville,,,TN,Williamson County,America/Chicago,615,,US,35.94,-86.64,19660
16336,37136,PO BOX,0,Norene,,,TN,Wilson County,America/Chicago,615,,US,36.11,-86.29,0
16337,37137,STANDARD,0,Nunnelly,,,TN,Hickman County,America/Chicago,931,,US,35.89,-87.52,2280
16338,37138,STANDARD,0,Old Hickory,Lakewood,,TN,Davidson County,America/Chicago,615,,US,36.22,-86.61,21190
16339,37140,STANDARD,0,Only,,,TN,Hickman County,America/Chicago,931,,US,35.87,-87.65,120
16340,37141,STANDARD,0,Orlinda,,,TN,Robertson County,America/Chicago,615,,US,36.6,-86.67,1100
16341,37142,STANDARD,0,Palmyra,,,TN,Montgomery County,America/Chicago,931,,US,36.41,-87.5,1770
16342,37143,STANDARD,0,Pegram,,,TN,Cheatham County,America/Chicago,615,,US,36.1,-87.05,3740
16343,37144,STANDARD,0,Petersburg,,,TN,Lincoln County,America/Chicago,931,,US,35.31,-86.63,2770
16344,37145,STANDARD,0,Pleasant Shade,Pleasant Shde,,TN,Smith County,America/Chicago,615,,US,36.38,-85.91,2100
16345,37146,STANDARD,0,Pleasant View,,,TN,Cheatham County,America/Chicago,615,,US,36.37,-87.04,7430
16346,37148,STANDARD,0,Portland,,,TN,Sumner County,America/Chicago,615,,US,36.58,-86.51,22180
16347,37149,STANDARD,0,Readyville,,,TN,Cannon County,America/Chicago,,,US,35.8,-86.19,2350
16348,37150,STANDARD,0,Red Boiling Springs,Red Blng Spgs,,TN,Macon County,America/Chicago,"931,615",,US,36.53,-85.85,3740
16349,37151,STANDARD,0,Riddleton,,,TN,Smith County,America/Chicago,615,,US,36.34,-86.03,500
16350,37152,PO BOX,0,Ridgetop,,,TN,Robertson County,America/Chicago,615,,US,36.39,-86.77,433
16351,37153,STANDARD,0,Rockvale,,,TN,Rutherford County,America/Chicago,,,US,35.75,-86.55,5540
16352,37160,STANDARD,0,Shelbyville,Royal,,TN,Bedford County,America/Chicago,931,,US,35.49,-86.44,30150
16355,37165,PO BOX,0,Slayden,,,TN,Dickson County,America/Chicago,615,,US,36.29,-87.47,131
16356,37166,STANDARD,0,Smithville,,,TN,DeKalb County,America/Chicago,"931,615",,US,35.95,-85.82,11810
16357,37167,STANDARD,0,Smyrna,,,TN,Rutherford County,America/Chicago,615,,US,35.98,-86.51,54750
16358,37171,STANDARD,0,Southside,,,TN,Montgomery County,America/Chicago,"615,931",,US,36.36,-87.3,1030
16359,37172,STANDARD,0,Springfield,Coopertown,,TN,Robertson County,America/Chicago,615,,US,36.49,-86.87,28160
16360,37174,STANDARD,0,Spring Hill,,,TN,Williamson County,America/Chicago,"615,931",,US,35.74,-86.92,43550
16361,37175,STANDARD,0,Stewart,,,TN,Houston County,America/Chicago,931,,US,36.32,-87.89,800
16362,37178,STANDARD,0,Tennessee Ridge,Tennessee Rdg,"Tenn Ridge, Tn Ridge",TN,Houston County,America/Chicago,931,,US,36.31,-87.76,1910
16363,37179,STANDARD,0,Thompsons Station,Thompsons Stn,,TN,Williamson County,America/Chicago,615,,US,35.82,-87.01,15970
16364,37180,STANDARD,0,Unionville,,,TN,Bedford County,America/Chicago,"615,931",,US,35.62,-86.59,3050
16365,37181,STANDARD,0,Vanleer,,,TN,Dickson County,America/Chicago,"931,615",,US,36.23,-87.44,1240
16366,37183,STANDARD,0,Wartrace,,,TN,Bedford County,America/Chicago,931,,US,35.52,-86.33,3000
16367,37184,STANDARD,0,Watertown,,,TN,Wilson County,America/Chicago,615,,US,36.09,-86.13,5530
16368,37185,STANDARD,0,Waverly,,,TN,Humphreys County,America/Chicago,931,,US,36.09,-87.78,7200
16369,37186,STANDARD,0,Westmoreland,,,TN,Sumner County,America/Chicago,615,,US,36.56,-86.24,8430
16370,37187,STANDARD,0,White Bluff,,,TN,Dickson County,America/Chicago,615,,US,36.1,-87.21,6570
16371,37188,STANDARD,0,White House,,,TN,Robertson County,America/Chicago,615,,US,36.46,-86.66,15470
16372,37189,STANDARD,0,Whites Creek,,,TN,Davidson County,America/Chicago,615,,US,36.28,-86.83,3370
16373,37190,STANDARD,0,Woodbury,,,TN,Cannon County,America/Chicago,931,,US,35.82,-86.07,7450
16374,37191,STANDARD,0,Woodlawn,,,TN,Montgomery County,America/Chicago,931,,US,36.5,-87.54,3770
16375,37201,STANDARD,0,Nashville,,,TN,Davidson County,America/Chicago,615,,US,36.17,-86.78,1170
16377,37203,STANDARD,0,Nashville,,,TN,Davidson County,America/Chicago,615,,US,36.15,-86.79,14730
16378,37204,STANDARD,0,Nashville,"Berry Hill, Melrose",,TN,Davidson County,America/Chicago,615,,US,36.11,-86.77,12350
16379,37205,STANDARD,0,Nashville,Belle Meade,,TN,Davidson County,America/Chicago,615,,US,36.11,-86.87,21970
16380,37206,STANDARD,0,Nashville,,,TN,Davidson County,America/Chicago,615,,US,36.18,-86.73,23150
16381,37207,STANDARD,0,Nashville,,Northeast,TN,Davidson County,America/Chicago,615,,US,36.23,-86.78,32840
16382,37208,STANDARD,0,Nashville,,,TN,Davidson County,America/Chicago,615,,US,36.18,-86.81,14120
16383,37209,STANDARD,0,Nashville,,,TN,Davidson County,America/Chicago,615,,US,36.19,-86.95,30750
16384,37210,STANDARD,0,Nashville,,,TN,Davidson County,America/Chicago,615,,US,36.15,-86.73,12280
16385,37211,STANDARD,0,Nashville,,Woodbine,TN,Davidson County,America/Chicago,615,,US,36.07,-86.72,64600
16386,37212,STANDARD,0,Nashville,,,TN,Davidson County,America/Chicago,615,,US,36.13,-86.8,10640
16387,37213,STANDARD,0,Nashville,,,TN,Davidson County,America/Chicago,615,,US,36.17,-86.77,116
16388,37214,STANDARD,0,Nashville,,Donelson,TN,Davidson County,America/Chicago,615,,US,36.16,-86.67,26850
16389,37215,STANDARD,0,Nashville,Forest Hills,,TN,Davidson County,America/Chicago,615,,US,36.08,-86.83,21390
16390,37216,STANDARD,0,Nashville,,Jere Baxter,TN,Davidson County,America/Chicago,615,,US,36.22,-86.73,15700
16391,37217,STANDARD,0,Nashville,,,TN,Davidson County,America/Chicago,615,,US,36.11,-86.66,26900
16392,37218,STANDARD,0,Nashville,,,TN,Davidson County,America/Chicago,615,,US,36.16,-86.89,11920
16394,37220,STANDARD,0,Nashville,Oak Hill,Forest Hills,TN,Davidson County,America/Chicago,615,,US,36.07,-86.79,6450
16395,37221,STANDARD,0,Nashville,Bellevue,,TN,Davidson County,America/Chicago,615,,US,36.05,-86.97,37620
16399,37228,STANDARD,0,Nashville,,,TN,Davidson County,America/Chicago,615,,US,36.2,-86.8,1610
16408,37240,UNIQUE,0,Nashville,,Vanderbilt University,TN,Davidson County,America/Chicago,615,,US,36.14,-86.81,0
16414,37246,UNIQUE,0,Nashville,,Nashville Elec Serv,TN,Davidson County,America/Chicago,615,,US,36.16,-86.79,0
16419,37301,STANDARD,0,Altamont,,,TN,Grundy County,America/Chicago,931,,US,35.42,-85.72,1470
16420,37302,STANDARD,0,Apison,,,TN,Hamilton County,America/New_York,423,,US,35.01,-85.0,4340
16421,37303,STANDARD,0,Athens,,,TN,McMinn County,America/New_York,423,,US,35.45,-84.6,20710
16422,37304,STANDARD,0,Bakewell,Sale Creek,,TN,Hamilton County,America/New_York,423,,US,35.39,-85.11,0
16423,37305,STANDARD,0,Beersheba Springs,Beershba Spgs,,TN,Grundy County,America/Chicago,931,,US,35.45,-85.67,600
16424,37306,STANDARD,0,Belvidere,,,TN,Franklin County,America/Chicago,931,,US,35.12,-86.18,2390
16425,37307,STANDARD,0,Benton,,,TN,Polk County,America/New_York,423,,US,35.17,-84.65,4090
16426,37308,STANDARD,0,Birchwood,,,TN,Hamilton County,America/New_York,,,US,35.36,-84.99,2420
16427,37309,STANDARD,0,Calhoun,,,TN,McMinn County,America/New_York,423,,US,35.29,-84.74,1910
16428,37310,STANDARD,0,Charleston,,,TN,Bradley County,America/New_York,423,,US,35.28,-84.76,3880
16429,37311,STANDARD,0,Cleveland,,Cleveld,TN,Bradley County,America/New_York,423,,US,35.17,-84.86,20650
16430,37312,STANDARD,0,Cleveland,,Cleveld,TN,Bradley County,America/New_York,423,,US,35.23,-84.88,31090
16431,37313,STANDARD,0,Coalmont,,,TN,Grundy County,America/Chicago,931,,US,35.33,-85.71,1080
16432,37314,PO BOX,0,Coker Creek,,,TN,Monroe County,America/New_York,423,,US,35.26,-84.3,70
16433,37315,PO BOX,0,Collegedale,,,TN,Hamilton County,America/New_York,423,,US,35.05,-85.05,2155
16434,37316,PO BOX,0,Conasauga,,,TN,Polk County,America/New_York,423,,US,35.0,-84.73,55
16435,37317,STANDARD,0,Copperhill,Postelle,,TN,Polk County,America/New_York,423,,US,34.99,-84.37,1970
16436,37318,STANDARD,0,Cowan,,,TN,Franklin County,America/Chicago,931,,US,35.16,-86.01,1570
16438,37321,STANDARD,0,Dayton,,,TN,Rhea County,America/New_York,423,,US,35.49,-85.01,16410
16439,37322,STANDARD,0,Decatur,,,TN,Meigs County,America/New_York,423,,US,35.52,-84.79,7180
16440,37323,STANDARD,0,Cleveland,,"Cleveld, Clevelnd",TN,Bradley County,America/New_York,423,,US,35.1,-84.82,27590
16441,37324,STANDARD,0,Decherd,,,TN,Franklin County,America/Chicago,,,US,35.2,-86.08,4320
16442,37325,STANDARD,0,Delano,,,TN,Polk County,America/New_York,,,US,35.25,-84.62,1490
16443,37326,PO BOX,0,Ducktown,,,TN,Polk County,America/New_York,423,,US,35.03,-84.38,818
16444,37327,STANDARD,0,Dunlap,,,TN,Sequatchie County,America/Chicago,423,,US,35.37,-85.38,10070
16445,37328,STANDARD,0,Elora,,,TN,Lincoln County,America/Chicago,,,US,35.01,-86.35,1190
16446,37329,STANDARD,0,Englewood,,,TN,McMinn County,America/New_York,423,,US,35.42,-84.48,4630
16447,37330,STANDARD,0,Estill Springs,Estill Spgs,,TN,Franklin County,America/Chicago,931,,US,35.26,-86.13,6110
16448,37331,STANDARD,0,Etowah,,,TN,McMinn County,America/New_York,423,,US,35.33,-84.52,6220
16449,37332,STANDARD,0,Evensville,,,TN,Rhea County,America/New_York,423,,US,35.56,-84.95,2300
16450,37333,STANDARD,0,Farner,,,TN,Polk County,America/New_York,423,,US,35.14,-84.32,390
16451,37334,STANDARD,0,Fayetteville,,,TN,Lincoln County,America/Chicago,931,,US,35.14,-86.56,20100
16452,37335,STANDARD,0,Flintville,,,TN,Lincoln County,America/Chicago,931,,US,35.04,-86.45,2310
16453,37336,STANDARD,0,Georgetown,,,TN,Bradley County,America/New_York,423,,US,35.3,-84.91,3900
16454,37337,STANDARD,0,Grandview,,Grand View,TN,Rhea County,America/New_York,423,,US,35.74,-84.83,1120
16455,37338,STANDARD,0,Graysville,,,TN,Rhea County,America/Chicago,423,,US,35.43,-85.22,2720
16456,37339,STANDARD,0,Gruetli Laager,Gruetli Laagr,"Gruetli, Laager",TN,Grundy County,America/Chicago,931,,US,35.38,-85.63,1480
16457,37340,STANDARD,0,Guild,,,TN,Marion County,America/Chicago,423,,US,35.03,-85.52,560
16458,37341,STANDARD,0,Harrison,,,TN,Hamilton County,America/New_York,423,,US,35.12,-85.14,12400
16459,37342,STANDARD,0,Hillsboro,,,TN,Coffee County,America/Chicago,931,,US,35.36,-85.95,3280
16460,37343,STANDARD,0,Hixson,,,TN,Hamilton County,America/New_York,423,,US,35.16,-85.2,39560
16461,37345,STANDARD,0,Huntland,,,TN,Franklin County,America/Chicago,931,,US,35.05,-86.26,1930
16462,37347,STANDARD,0,Jasper,Kimball,,TN,Marion County,America/Chicago,423,,US,35.05,-85.62,7370
16463,37348,STANDARD,0,Kelso,,,TN,Lincoln County,America/Chicago,931,,US,35.12,-86.46,1000
16464,37349,PO BOX,0,Manchester,,,TN,Coffee County,America/Chicago,931,,US,35.46,-86.08,971
16465,37350,STANDARD,0,Lookout Mountain,Lookout Mtn,,TN,Hamilton County,America/New_York,423,,US,34.99,-85.35,2100
16466,37351,STANDARD,0,Lupton City,,,TN,Hamilton County,America/New_York,423,,US,35.1,-85.26,260
16467,37352,STANDARD,0,Lynchburg,,,TN,Moore County,America/Chicago,931,,US,35.28,-86.35,2880
16468,37353,STANDARD,0,Mc Donald,,,TN,Bradley County,America/New_York,423,,US,35.08,-84.98,4470
16469,37354,STANDARD,0,Madisonville,,,TN,Monroe County,America/New_York,423,,US,35.52,-84.35,14090
16471,37356,STANDARD,0,Monteagle,,,TN,Grundy County,America/Chicago,931,,US,35.24,-85.84,2170
16472,37357,STANDARD,0,Morrison,,,TN,Warren County,America/Chicago,931,,US,35.6,-85.91,4970
16473,37359,STANDARD,0,Mulberry,,,TN,Lincoln County,America/Chicago,931,,US,35.2,-86.41,600
16474,37360,STANDARD,0,Normandy,,,TN,Coffee County,America/Chicago,931,,US,35.45,-86.25,1490
16475,37361,STANDARD,0,Ocoee,,,TN,Polk County,America/New_York,423,,US,35.1,-84.7,1320
16476,37362,STANDARD,0,Old Fort,,,TN,Polk County,America/New_York,,,US,35.04,-84.64,2930
16477,37363,STANDARD,0,Ooltewah,College Dale,,TN,Hamilton County,America/New_York,423,,US,35.06,-85.09,36700
16479,37365,STANDARD,0,Palmer,,,TN,Grundy County,America/Chicago,931,,US,35.35,-85.56,1110
16480,37366,STANDARD,0,Pelham,,,TN,Grundy County,America/Chicago,931,,US,35.32,-85.78,850
16481,37367,STANDARD,0,Pikeville,,,TN,Bledsoe County,America/Chicago,423,,US,35.6,-85.19,7370
16482,37369,STANDARD,0,Reliance,,,TN,Polk County,America/New_York,423,,US,35.18,-84.56,700
16483,37370,STANDARD,0,Riceville,,,TN,McMinn County,America/New_York,423,,US,35.38,-84.69,4090
16485,37373,STANDARD,0,Sale Creek,Bakewell,,TN,Hamilton County,America/New_York,423,,US,35.38,-85.1,2860
16486,37374,STANDARD,0,Sequatchie,,,TN,Marion County,America/Chicago,423,,US,35.19,-85.66,1380
16487,37375,STANDARD,0,Sewanee,Saint Andrews,,TN,Franklin County,America/Chicago,931,,US,35.2,-85.92,2120
16488,37376,STANDARD,0,Sherwood,,,TN,Franklin County,America/Chicago,931,,US,35.06,-85.95,330
16489,37377,STANDARD,0,Signal Mountain,"Signal Mtn, Walden",,TN,Hamilton County,America/New_York,,,US,35.13,-85.34,16240
16490,37378,PO BOX,0,Smartt,,,TN,Warren County,America/Chicago,931,,US,35.63,-85.84,208
16491,37379,STANDARD,0,Soddy Daisy,Lakesite,,TN,Hamilton County,America/New_York,423,,US,35.26,-85.17,24680
16492,37380,STANDARD,0,South Pittsburg,"New Hope, Orme, S Pittsburg",,TN,Marion County,America/Chicago,423,,US,35.01,-85.71,5330
16493,37381,STANDARD,0,Spring City,Watts Bar Dam,,TN,Rhea County,America/New_York,423,,US,35.68,-84.86,7320
16494,37382,PO BOX,0,Summitville,,,TN,Coffee County,America/Chicago,931,,US,35.54,-85.97,327
16497,37385,STANDARD,0,Tellico Plains,Tellico Plns,,TN,Monroe County,America/New_York,423,,US,35.36,-84.29,6370
16498,37387,STANDARD,0,Tracy City,,,TN,Grundy County,America/Chicago,931,,US,35.25,-85.75,3300
16499,37388,STANDARD,0,Tullahoma,Dickel,,TN,Coffee County,America/Chicago,931,,US,35.37,-86.2,22610
16500,37389,STANDARD,0,Arnold AFB,Tullahoma,Arnold Air Force Base,TN,Coffee County,America/Chicago,931,,US,35.37,-86.14,0
16501,37391,STANDARD,0,Turtletown,,,TN,Polk County,America/New_York,423,,US,35.12,-84.35,1110
16502,37394,PO BOX,0,Viola,,,TN,Warren County,America/Chicago,931,,US,35.54,-85.86,229
16503,37396,STANDARD,0,Whiteside,,,TN,Marion County,America/Chicago,423,,US,35.01,-85.5,310
16504,37397,STANDARD,0,Whitwell,"Powells Crossroads, Powells Xroad",,TN,Marion County,America/Chicago,423,,US,35.2,-85.51,7820
16505,37398,STANDARD,0,Winchester,,,TN,Franklin County,America/Chicago,931,,US,35.18,-86.1,13190
16506,37401,PO BOX,0,Chattanooga,,,TN,Hamilton County,America/New_York,423,,US,35.06,-85.25,510
16507,37402,STANDARD,0,Chattanooga,,,TN,Hamilton County,America/New_York,423,,US,35.04,-85.32,2370
16508,37403,STANDARD,0,Chattanooga,,,TN,Hamilton County,America/New_York,423,,US,35.05,-85.29,1790
16509,37404,STANDARD,0,Chattanooga,,,TN,Hamilton County,America/New_York,423,,US,35.03,-85.27,10170
16510,37405,STANDARD,0,Chattanooga,,,TN,Hamilton County,America/Chicago,423,,US,35.12,-85.41,14170
16512,37407,STANDARD,0,Chattanooga,,,TN,Hamilton County,America/New_York,423,,US,35.0,-85.29,6750
16513,37408,STANDARD,0,Chattanooga,,,TN,Hamilton County,America/New_York,423,,US,35.03,-85.31,2190
16514,37409,STANDARD,0,Chattanooga,,,TN,Hamilton County,America/New_York,423,,US,35.01,-85.34,2640
16515,37410,STANDARD,0,Chattanooga,,,TN,Hamilton County,America/New_York,423,,US,35.0,-85.31,3030
16516,37411,STANDARD,0,Chattanooga,Ridgeside,,TN,Hamilton County,America/New_York,423,,US,35.03,-85.23,14930
16517,37412,STANDARD,0,Chattanooga,East Ridge,,TN,Hamilton County,America/New_York,423,,US,35.0,-85.23,18720
16519,37415,STANDARD,0,Chattanooga,Red Bank,,TN,Hamilton County,America/New_York,423,,US,35.12,-85.28,19450
16520,37416,STANDARD,0,Chattanooga,,,TN,Hamilton County,America/New_York,423,,US,35.1,-85.18,12950
16521,37419,STANDARD,0,Chattanooga,,,TN,Hamilton County,America/New_York,423,,US,35.04,-85.4,5660
16522,37421,STANDARD,0,Chattanooga,,,TN,Hamilton County,America/New_York,423,,US,35.03,-85.15,44980
16526,37501,UNIQUE,0,Memphis,,Internal Revenue,TN,Shelby County,America/Chicago,901,,US,35.1,-90.0,0
16527,37544,UNIQUE,0,Memphis,,Internal Revenue,TN,Shelby County,America/Chicago,901,,US,35.15,-90.05,0
16528,37601,STANDARD,0,Johnson City,,JC,TN,Washington County,America/New_York,423,,US,36.33,-82.36,28520
16530,37604,STANDARD,0,Johnson City,,JC,TN,Washington County,America/New_York,423,,US,36.3,-82.38,26880
16532,37614,PO BOX,0,Johnson City,,"East Tn State Univ, Etsu, JC",TN,Washington County,America/New_York,423,,US,36.3,-82.37,287
16533,37615,STANDARD,0,Johnson City,Gray,JC,TN,Washington County,America/New_York,423,,US,36.4,-82.46,19530
